,URL,id,desc,stars,num_ratings,num_reviews,reviews,vader_score,final_score
175,http://flipkart.com/eyebogler-solid-men-polo-neck-green-t-shirt/p/itm479c2a1dbefd5?pid=TSHFZK6WGDGGTCAB&lid=LSTTSHFZK6WGDGGTCABSGZWPC&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_5_181&otracker=browse&fm=organic&iid=5f36eec8-b866-4818-acfd-fc96b59362fd.TSHFZK6WGDGGTCAB.SEARCH&ppt=None&ppn=None&ssid=wi9d7ehkmo0000001658749327073,175,Solid Men Polo Neck Green T-Shirt,3.9,11337,1208,must buy totally awesome good quality exact colour nice product good quality,1.9272,0.0103069580
259,http://flipkart.com/farbot-color-block-men-round-neck-black-t-shirt/p/itme72f0ce32fb00?pid=TSHG4RF36MJDKBGU&lid=LSTTSHG4RF36MJDKBGUDFBUU4&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_7_269&otracker=browse&fm=organic&iid=dc9d5535-86d0-43bc-a738-2fe5a9215bc0.TSHG4RF36MJDKBGU.SEARCH&ppt=None&ppn=None&ssid=rqmeotx2dc0000001658749329129,259,Color Block Men Round Neck Black T-Shirt,4,12068,1141,very nice 👍👍👍🙂🙂 new look very good,1.5232,0.0100765150
272,http://flipkart.com/blive-striped-men-round-neck-dark-blue-grey-t-shirt/p/itmb711fa9c31887?pid=TSHGY23HRZKZH7HT&lid=LSTTSHGY23HRZKZH7HTZZHZK2&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_8_283&otracker=browse&fm=organic&iid=f06eec8e-6419-465e-8084-88a75c333c92.TSHGY23HRZKZH7HT.SEARCH&ppt=None&ppn=None&ssid=hc8ro5j3280000001658749331315,272,"Striped Men Round Neck Dark Blue, Grey T-Shirt",3.9,11686,1079,very nice excellent 👍☺️ nice,1.8737,0.0100710070
15,http://flipkart.com/eyebogler-self-design-men-round-neck-black-t-shirt/p/itm955e6725fc309?pid=TSHGA4HBN59ZBCJK&lid=LSTTSHGA4HBN59ZBCJKPHN6RK&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_16&otracker=browse&fm=organic&iid=823eddf6-e251-4765-a614-ffa6ffd23e62.TSHGA4HBN59ZBCJK.SEARCH&ppt=None&ppn=None&ssid=gr7r5v2otc0000001658749322557,15,Self Design Men Round Neck Black T-Shirt,4.1,9333,794,nice tshirt ✅👈👌👌👌 nice 😊 good 🤝,2.9563,0.0094067850
183,http://flipkart.com/allen-solly-solid-men-polo-neck-yellow-t-shirt/p/itm20572f9fc182a?pid=TSHFP6EDXUGJY2TA&lid=LSTTSHFP6EDXUGJY2TAAGS9B2&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_5_189&otracker=browse&fm=organic&iid=5f36eec8-b866-4818-acfd-fc96b59362fd.TSHFP6EDXUGJY2TA.SEARCH&ppt=None&ppn=None&ssid=wi9d7ehkmo0000001658749327073,183,Solid Men Polo Neck Yellow T-Shirt,4.2,9222,811,its very comfortable and nice looking fitting is great yellow lining on black t shirt is looking very nice well fitted just ok,2.5477,0.0090682340
238,http://flipkart.com/gritstones-solid-men-high-neck-black-t-shirt/p/itm7bfc91fed7b8e?pid=TSHFGV88MRHFQDRH&lid=LSTTSHFGV88MRHFQDRHQ2PAKG&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_7_247&otracker=browse&fm=organic&iid=dc9d5535-86d0-43bc-a738-2fe5a9215bc0.TSHFGV88MRHFQDRH.SEARCH&ppt=None&ppn=None&ssid=rqmeotx2dc0000001658749329129,238,Solid Men High Neck Black T-Shirt,4,9968,1020,good tshirt is no problem it is also good to wear good quality and best price quality of the product was better than expected,1.7006,0.0087607810
108,http://flipkart.com/eyebogler-striped-men-v-neck-black-t-shirt/p/itmc36af268cdb10?pid=TSHFZS7EGWKM73WF&lid=LSTTSHFZS7EGWKM73WFV3Z9YL&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_3_113&otracker=browse&fm=organic&iid=09a0a7e6-7da8-487f-8f7b-107f233c6e8e.TSHFZS7EGWKM73WF.SEARCH&ppt=None&ppn=None&ssid=qc4bqvncjk0000001658749324876,108,Striped Men V Neck Black T-Shirt,4,9196,910,super nice 🙂 febulous product 👌👍🤘,2.1539,0.0086088470
80,http://flipkart.com/fastcolors-printed-men-round-neck-blue-t-shirt/p/itm4d0a870fb8bd1?pid=TSHFZAPZAKSJEMHG&lid=LSTTSHFZAPZAKSJEMHGJQA1BO&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_3_85&otracker=browse&fm=organic&iid=09a0a7e6-7da8-487f-8f7b-107f233c6e8e.TSHFZAPZAKSJEMHG.SEARCH&ppt=None&ppn=None&ssid=qc4bqvncjk0000001658749324876,80,Printed Men Round Neck Blue T-Shirt,3.9,9339,981,gys best for gym full sleeve under value of money i got very upset by seeing other peoples img bcoz i am very unsecure and thinking that what happens when it looks funky on me but finally it suits on me   totally satisfied quality of cloth is good blue colour is little bit shade and overall tshirt is excellent we can buy it,1.9262,0.0084492670
385,http://flipkart.com/young-trendz-printed-men-round-neck-yellow-t-shirt/p/itm7a4dd997a755b?pid=TSHG8D54FQGZ5GVW&lid=LSTTSHG8D54FQGZ5GVW0MK5DZ&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_10_399&otracker=browse&fm=organic&iid=1a3c65da-ab4a-4f52-bda8-58dd5a54d54b.TSHG8D54FQGZ5GVW.SEARCH&ppt=None&ppn=None&ssid=rb4s26l0yo0000001658749334580,385,Printed Men Round Neck Yellow T-Shirt,4,7454,889,good product 👌👌 its good  ssize nice tshirt good quality,2.6482,0.0080984420
26,http://flipkart.com/eyebogler-striped-men-polo-neck-red-t-shirt/p/itm005a5e9728cab?pid=TSHG99FKNNGBJYMJ&lid=LSTTSHG99FKNNGBJYMJFAXRVB&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_29&otracker=browse&fm=organic&iid=823eddf6-e251-4765-a614-ffa6ffd23e62.TSHG99FKNNGBJYMJ.SEARCH&ppt=None&ppn=None&ssid=gr7r5v2otc0000001658749322557,26,Striped Men Polo Neck Red T-Shirt,4,8762,781,very nicegood fabric happy 😊 its very good 👍,1.7307,0.0074475350
178,http://flipkart.com/london-hills-self-design-men-round-neck-blue-t-shirt/p/itmfbruy5uej7wbv?pid=TSHFBRGEHYSHGZND&lid=LSTTSHFBRGEHYSHGZNDBLJWZK&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_5_184&otracker=browse&fm=organic&iid=5f36eec8-b866-4818-acfd-fc96b59362fd.TSHFBRGEHYSHGZND.SEARCH&ppt=None&ppn=None&ssid=wi9d7ehkmo0000001658749327073,178,Pack of 2 Self Design Men Round Neck Blue T-Shirt,4,8624,1034,got size m and it fits perfectly good products product suited,1.0773,0.0070134290
40,http://flipkart.com/eyebogler-striped-men-polo-neck-pink-t-shirt/p/itma27fcb2612638?pid=TSHG8M42Z6399XFG&lid=LSTTSHG8M42Z6399XFGAC5SE3&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_2_43&otracker=browse&fm=organic&iid=03790674-8250-4bfa-858b-0333696289cd.TSHG8M42Z6399XFG.SEARCH&ppt=None&ppn=None&ssid=69maj2m9v40000001658749323857,40,Striped Men Polo Neck Pink T-Shirt,4,7273,734,wowtoo good tshirt handsome my boy ☺️❤️😘 super t shirt 👕,2.234,0.0069397340
347,http://flipkart.com/scatchite-striped-men-hooded-neck-red-white-black-t-shirt/p/itm043e14ca9363e?pid=TSHFJ9ZZAXHKDEQZ&lid=LSTTSHFJ9ZZAXHKDEQZ38BMRP&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_10_361&otracker=browse&fm=organic&iid=1a3c65da-ab4a-4f52-bda8-58dd5a54d54b.TSHFJ9ZZAXHKDEQZ.SEARCH&ppt=None&ppn=None&ssid=rb4s26l0yo0000001658749334580,347,"Striped Men Hooded Neck Red, White, Black T-Shirt",3.9,6980,818,very good 👍😊 good product super,2.1986,0.0068801920
94,http://flipkart.com/blive-solid-men-henley-neck-dark-blue-t-shirt/p/itm53c183e2d55e7?pid=TSHFVPFKHJ3NBPVQ&lid=LSTTSHFVPFKHJ3NBPVQUTSHOO&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_3_99&otracker=browse&fm=organic&iid=09a0a7e6-7da8-487f-8f7b-107f233c6e8e.TSHFVPFKHJ3NBPVQ.SEARCH&ppt=None&ppn=None&ssid=qc4bqvncjk0000001658749324876,94,Solid Men Henley Neck Dark Blue T-Shirt,3.8,8552,810,nice awesome nice ❤️ t shirt,1.4679,0.0068114520
235,http://flipkart.com/maniac-printed-men-hooded-neck-white-t-shirt/p/itm7cb7cf90dc16d?pid=TSHFYBYVVHNGNJ85&lid=LSTTSHFYBYVVHNGNJ85FM5VME&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_7_243&otracker=browse&fm=organic&iid=dc9d5535-86d0-43bc-a738-2fe5a9215bc0.TSHFYBYVVHNGNJ85.SEARCH&ppt=None&ppn=None&ssid=rqmeotx2dc0000001658749329129,235,Printed Men Hooded Neck White T-Shirt,4.1,5627,693,so comfortable nice tshirt hooded 😍😍😍😍👌👌👌 so nice looking 👌,3.0657,0.0067096240
28,http://flipkart.com/young-trendz-graphic-print-men-round-neck-orange-t-shirt/p/itmf742fxzathk5b?pid=TSHF74YHB2E6RXGX&lid=LSTTSHF74YHB2E6RXGXXZFVIE&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_31&otracker=browse&fm=organic&iid=en_okllZ7rIVahF31BScRynkFVJVh%2Flff30bBk4DmyXOyB4wB9H09qmLsc7CIQb9pBEjkwVc9WFDObzk%2Bgn%2F1Snrw%3D%3D&ppt=None&ppn=None&ssid=gr7r5v2otc0000001658749322557,28,Graphic Print Men Round Neck Orange T-Shirt,3.9,6490,731,awesome tshirt👌👌 nice quality t shirt looks good,2.3923,0.0065092640
125,http://flipkart.com/eyebogler-solid-men-mandarin-collar-green-white-t-shirt/p/itmb637906ba752f?pid=TSHGA5G8537PHUWX&lid=LSTTSHGA5G8537PHUWXVMPGBO&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_4_130&otracker=browse&fm=organic&iid=86087765-cb1b-47a5-9a71-2e15fca4f9dd.TSHGA5G8537PHUWX.SEARCH&ppt=None&ppn=None&ssid=p44ro0e34g0000001658749325968,125,"Solid Men Mandarin Collar Green, White T-Shirt",4,6111,682,nice nice 💥 before buy i think maybe its low quality tshirt on this price range but believe me guy when its delivered to me i cant expect this type of quality on this price range tshirt is amazing thank you flipkart for amazing items😍😍💝,2.6223,0.0064319820
157,http://flipkart.com/hrx-hrithik-roshan-solid-men-round-neck-white-t-shirt/p/itmfhdwffn2bpvyp?pid=TSHFHCV9QEGMNRNK&lid=LSTTSHFHCV9QEGMNRNKCZ7LI2&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_5_163&otracker=browse&fm=organic&iid=5f36eec8-b866-4818-acfd-fc96b59362fd.TSHFHCV9QEGMNRNK.SEARCH&ppt=None&ppn=None&ssid=wi9d7ehkmo0000001658749327073,157,Solid Men Round Neck White T-Shirt,4,5759,600,awesome fitting and comfortable tshirt is awesome mind blowing 😘🥰😍😍 good fashion,3.145,0.0063565620
49,http://flipkart.com/eyebogler-printed-men-round-neck-black-t-shirt/p/itm80ad5d1e3f538?pid=TSHFZJCST98SMWKE&lid=LSTTSHFZJCST98SMWKEZMIZLN&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_2_53&otracker=browse&fm=organic&iid=03790674-8250-4bfa-858b-0333696289cd.TSHFZJCST98SMWKE.SEARCH&ppt=None&ppn=None&ssid=69maj2m9v40000001658749323857,49,Printed Men Round Neck Black T-Shirt,4.1,6206,488,nice tshirt awesome fit super t shirt 👕,2.007,0.0054040890
34,http://flipkart.com/moonvelly-striped-men-round-neck-multicolor-t-shirt/p/itm168f14c66127e?pid=TSHGFH5Y6MC4GPQZ&lid=LSTTSHGFH5Y6MC4GPQZETHYXJ&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_37&otracker=browse&fm=organic&iid=en_okllZ7rIVahF31BScRynkFVJVh%2Flff30bBk4DmyXOyC3D3%2Fod2Wx5uEkol3vPqiMClyen8m%2B2YczL1xLoocoDQ%3D%3D&ppt=None&ppn=None&ssid=gr7r5v2otc0000001658749322557,34,Pack of 2 Striped Men Round Neck Multicolor T-Shirt,3.8,5443,608,superb superb t shirts fit and fine as per price  nice quality of the product ,2.2348,0.0052163080
52,http://flipkart.com/eyebogler-solid-men-polo-neck-black-t-shirt/p/itm6524d22b42487?pid=TSHGFDGUGXPCW9NA&lid=LSTTSHGFDGUGXPCW9NATIEORL&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_2_56&otracker=browse&fm=organic&iid=03790674-8250-4bfa-858b-0333696289cd.TSHGFDGUGXPCW9NA.SEARCH&ppt=None&ppn=None&ssid=69maj2m9v40000001658749323857,52,Solid Men Polo Neck Black T-Shirt,4.1,6030,559,nice product nice product nice,1.2645,0.0048925660
50,http://flipkart.com/ausk-color-block-men-round-neck-light-blue-white-t-shirt/p/itm5586bf1ed5cf0?pid=TSHGBKQXPGZHK32A&lid=LSTTSHGBKQXPGZHK32ATABSQH&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_2_54&otracker=browse&fm=organic&iid=03790674-8250-4bfa-858b-0333696289cd.TSHGBKQXPGZHK32A.SEARCH&ppt=None&ppn=None&ssid=69maj2m9v40000001658749323857,50,"Color Block Men Round Neck Light Blue, White T-Shirt",4,6016,473,good product very good verry nice product,1.3023,0.0046567360
85,http://flipkart.com/metronaut-striped-men-round-neck-black-yellow-t-shirt/p/itmab7968005c50e?pid=TSHGE3P6SYRDGPCG&lid=LSTTSHGE3P6SYRDGPCGIUQSE5&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_3_90&otracker=browse&fm=organic&iid=09a0a7e6-7da8-487f-8f7b-107f233c6e8e.TSHGE3P6SYRDGPCG.SEARCH&ppt=None&ppn=None&ssid=qc4bqvncjk0000001658749324876,85,"Pack of 2 Striped Men Round Neck Black, Yellow T-Shirt",3.6,6147,438,like this product thats awesome 😉 fabric is awesome as compared to price,1.611,0.0044859930
186,http://flipkart.com/eg-printed-men-round-neck-black-t-shirt/p/itmfce0c83d56609?pid=TSHFMFZ7U8DGYVF9&lid=LSTTSHFMFZ7U8DGYVF9MGD7L5&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_5_193&otracker=browse&fm=organic&iid=5f36eec8-b866-4818-acfd-fc96b59362fd.TSHFMFZ7U8DGYVF9.SEARCH&ppt=None&ppn=None&ssid=wi9d7ehkmo0000001658749327073,186,Printed Men Round Neck Black T-Shirt,4.2,4327,479,great superb nice dress beautiful,2.2707,0.0044278530
296,http://flipkart.com/adrenex-solid-men-round-neck-red-t-shirt/p/itmfd41a87820949?pid=TSHG3ATNHFUVBXKA&lid=LSTTSHG3ATNHFUVBXKAYTN9SJ&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_8_307&otracker=browse&fm=organic&iid=f06eec8e-6419-465e-8084-88a75c333c92.TSHG3ATNHFUVBXKA.SEARCH&ppt=None&ppn=None&ssid=hc8ro5j3280000001658749331315,296,Solid Men Round Neck Red T-Shirt,4.1,4437,432,good polister quality outstanding product 😃😃👍👍 very good product  ,2.1056,0.0041701220
256,http://flipkart.com/eg-store-solid-men-scoop-neck-black-t-shirt/p/itmff2a720397cf4?pid=TSHFYT4PNTNF2HHG&lid=LSTTSHFYT4PNTNF2HHGNGASGG&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_7_265&otracker=browse&fm=organic&iid=dc9d5535-86d0-43bc-a738-2fe5a9215bc0.TSHFYT4PNTNF2HHG.SEARCH&ppt=None&ppn=None&ssid=rqmeotx2dc0000001658749329129,256,Solid Men Scoop Neck Black T-Shirt,3.8,5134,577,nice tshirt good nice one,1.2834,0.0041282280
177,http://flipkart.com/eyebogler-striped-men-round-neck-blue-white-red-t-shirt/p/itm6003df8aa6362?pid=TSHG99G8ECFDXEHV&lid=LSTTSHG99G8ECFDXEHV9K3UOU&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_5_183&otracker=browse&fm=organic&iid=5f36eec8-b866-4818-acfd-fc96b59362fd.TSHG99G8ECFDXEHV.SEARCH&ppt=None&ppn=None&ssid=wi9d7ehkmo0000001658749327073,177,"Striped Men Round Neck Blue, White, Red T-Shirt",4.1,4334,388,nice t shirt nice very nice t shirt dont think just go for it awesome thanks flipkart,2.3298,0.0040959430
122,http://flipkart.com/nb-nicky-boy-printed-men-round-neck-yellow-t-shirt/p/itm053d8c079273b?pid=TSHGBAX6EQZNRBTZ&lid=LSTTSHGBAX6EQZNRBTZUPEIOT&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_4_127&otracker=browse&fm=organic&iid=86087765-cb1b-47a5-9a71-2e15fca4f9dd.TSHGBAX6EQZNRBTZ.SEARCH&ppt=None&ppn=None&ssid=p44ro0e34g0000001658749325968,122,Printed Men Round Neck Yellow T-Shirt,3.7,4526,279,best ❤️ amazing product at this price thank you flipkart  i know this time why you are the best seller  ♥️♥️😀i am realy appreciate for your team,3.5207,0.0040508910
369,http://flipkart.com/smartees-printed-men-round-neck-white-t-shirt/p/itmd061d366ef4bf?pid=TSHG7XD3KTXZQ92U&lid=LSTTSHG7XD3KTXZQ92UJTPNM5&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_10_383&otracker=browse&fm=organic&iid=1a3c65da-ab4a-4f52-bda8-58dd5a54d54b.TSHG7XD3KTXZQ92U.SEARCH&ppt=None&ppn=None&ssid=rb4s26l0yo0000001658749334580,369,Printed Men Round Neck White T-Shirt,3.9,4622,392,good product 👍 good i really liked this tshirt thank you flipkart🤗,2.085,0.0040091450
88,http://flipkart.com/blive-typography-men-round-neck-black-t-shirt/p/itm4dcb806ebcb08?pid=TSHG9HKKCQGRFZXA&lid=LSTTSHG9HKKCQGRFZXACGMUFS&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_3_93&otracker=browse&fm=organic&iid=09a0a7e6-7da8-487f-8f7b-107f233c6e8e.TSHG9HKKCQGRFZXA.SEARCH&ppt=None&ppn=None&ssid=qc4bqvncjk0000001658749324876,88,Typography Men Round Neck Black T-Shirt,3.6,4944,480,gud thanku flipcart😊 good product good product,1.5992,0.0039009130
172,http://flipkart.com/tees-collection-solid-men-v-neck-black-t-shirt/p/itm7ba6256955d56?pid=TSHFURYV8SF3VPGX&lid=LSTTSHFURYV8SF3VPGX1JGB0B&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_5_178&otracker=browse&fm=organic&iid=5f36eec8-b866-4818-acfd-fc96b59362fd.TSHFURYV8SF3VPGX.SEARCH&ppt=None&ppn=None&ssid=wi9d7ehkmo0000001658749327073,172,Solid Men V Neck Black T-Shirt,3.8,4857,553,decent overall good recommend to buy nice,1.2231,0.0038700840
5,http://flipkart.com/eyebogler-striped-men-polo-neck-blue-t-shirt/p/itm186f6204480bb?pid=TSHGB2RYJFJMM7NA&lid=LSTTSHGB2RYJFJMM7NAYOWTUU&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_6&otracker=browse&fm=organic&iid=823eddf6-e251-4765-a614-ffa6ffd23e62.TSHGB2RYJFJMM7NA.SEARCH&ppt=None&ppn=None&ssid=gr7r5v2otc0000001658749322557,5,Striped Men Polo Neck Blue T-Shirt,3.8,5018,460,nice 👍 very very nice value of money 💰,1.183,0.0037720770
376,http://flipkart.com/inkkr-solid-men-round-neck-multicolor-t-shirt/p/itm365776187eab8?pid=TSHG3X5PFDXUEGHR&lid=LSTTSHG3X5PFDXUEGHRU9BALV&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_10_390&otracker=browse&fm=organic&iid=1a3c65da-ab4a-4f52-bda8-58dd5a54d54b.TSHG3X5PFDXUEGHR.SEARCH&ppt=None&ppn=None&ssid=rb4s26l0yo0000001658749334580,376,Pack of 3 Solid Men Round Neck Multicolor T-Shirt,3.8,4096,451,super productvalue for money and good material nice product this products is value for money,1.8013,0.0036178860
16,http://flipkart.com/jack-jones-solid-men-polo-neck-blue-t-shirt/p/itm2ddf48ffc777c?pid=TSHFVHQD5DKSDVUF&lid=LSTTSHFVHQD5DKSDVUFKGMCT0&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_18&otracker=browse&fm=organic&iid=en_okllZ7rIVahF31BScRynkFVJVh%2Flff30bBk4DmyXOyC6g0LgW%2BYRsyuhFj4RcYHvUAgqpKFAxKZGwybEAkpIog%3D%3D&ppt=None&ppn=None&ssid=gr7r5v2otc0000001658749322557,16,Solid Men Polo Neck Blue T-Shirt,4,4247,383,my husband loved it after a single wash the material was getting elongated perfect fitting and very good product,1.6117,0.0035544210
91,http://flipkart.com/puma-printed-men-round-neck-green-t-shirt/p/itm5e691945a7fe9?pid=TSHG4PV5F8CKWAB4&lid=LSTTSHG4PV5F8CKWAB48N97BO&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_3_96&otracker=browse&fm=organic&iid=en_xspS6bSmdxJVkI5U8Ilg07JFJAeCPCzoUNeNMXVV0RUREZRzLKZ%2BGVFn0HpxJXoEZ%2BDOI9Z0f%2B%2F4kITu6k3IKA%3D%3D&ppt=None&ppn=None&ssid=qc4bqvncjk0000001658749324876,91,Printed Men Round Neck Green T-Shirt,4.1,3779,333,very nice clothes it has been fantastic experience once again with flipkartgiving a quality productwith good fitting and with a good qualityvalue for money good product 👍,2.3001,0.0035388330
270,http://flipkart.com/provogue-printed-men-round-neck-blue-t-shirt/p/itmc563b5888daaf?pid=TSHFUGBQTHZ2HKSW&lid=LSTTSHFUGBQTHZ2HKSWVHLOJG&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_8_281&otracker=browse&fm=organic&iid=f06eec8e-6419-465e-8084-88a75c333c92.TSHFUGBQTHZ2HKSW.SEARCH&ppt=None&ppn=None&ssid=hc8ro5j3280000001658749331315,270,Printed Men Round Neck Blue T-Shirt,4.2,3386,365,good for normal use nice quality and good stuff cheap prize tshirt veri nice,2.2344,0.0034128560
242,http://flipkart.com/diversify-color-block-men-round-neck-yellow-t-shirt/p/itm4454308dc92f6?pid=TSHFN3FHHRWWTFDT&lid=LSTTSHFN3FHHRWWTFDTSJQUBX&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_7_251&otracker=browse&fm=organic&iid=dc9d5535-86d0-43bc-a738-2fe5a9215bc0.TSHFN3FHHRWWTFDT.SEARCH&ppt=None&ppn=None&ssid=rqmeotx2dc0000001658749329129,242,Color Block Men Round Neck Yellow T-Shirt,4.1,3473,423,good material nice color the white stripes on sleeves are not as broad as the front stripes superb nice🤘,1.9083,0.0034034670
22,http://flipkart.com/eyebogler-typography-men-hooded-neck-black-white-t-shirt/p/itm320fc2c02e3bd?pid=TSHG76ZMEU9HU6GR&lid=LSTTSHG76ZMEU9HU6GRMNXFEM&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_25&otracker=browse&fm=organic&iid=823eddf6-e251-4765-a614-ffa6ffd23e62.TSHG76ZMEU9HU6GR.SEARCH&ppt=None&ppn=None&ssid=gr7r5v2otc0000001658749322557,22,"Typography Men Hooded Neck Black, White T-Shirt",4.2,3513,317,amazing look good 😊❤️not bad nice 😊,2.3423,0.0033891820
130,http://flipkart.com/3bros-solid-men-polo-neck-green-t-shirt/p/itm7e860cbd6041c?pid=TSHGBAWVWT84CGXB&lid=LSTTSHGBAWVWT84CGXBIH8UOM&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_4_135&otracker=browse&fm=organic&iid=86087765-cb1b-47a5-9a71-2e15fca4f9dd.TSHGBAWVWT84CGXB.SEARCH&ppt=None&ppn=None&ssid=p44ro0e34g0000001658749325968,130,Solid Men Polo Neck Green T-Shirt,4.1,4117,402,i like the quality and colour very nice very nice,1.2042,0.0033425810
142,http://flipkart.com/hydey-color-block-men-hooded-neck-black-red-t-shirt/p/itme06cedeb79fc9?pid=TSHFZMFY5JGFRDSU&lid=LSTTSHFZMFY5JGFRDSU6IOCCD&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_4_147&otracker=browse&fm=organic&iid=86087765-cb1b-47a5-9a71-2e15fca4f9dd.TSHFZMFY5JGFRDSU.SEARCH&ppt=None&ppn=None&ssid=p44ro0e34g0000001658749325968,142,"Color Block Men Hooded Neck Black, Red T-Shirt",4,3966,347,super nice one best for mild winter👍 really appreciatei lovedgreat purchase on flipkartthank you so much flipkart,1.6578,0.0033175140
58,http://flipkart.com/dry-state-solid-men-round-neck-black-t-shirt/p/itm58cc1e963b204?pid=TSHG2DJMUGWZVGBX&lid=LSTTSHG2DJMUGWZVGBX8TB1LU&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_2_63&otracker=browse&fm=organic&iid=03790674-8250-4bfa-858b-0333696289cd.TSHG2DJMUGWZVGBX.SEARCH&ppt=None&ppn=None&ssid=69maj2m9v40000001658749323857,58,Solid Men Round Neck Black T-Shirt,3.8,4170,439,satisfied nice you should buy this one good,1.2834,0.0032973710
298,http://flipkart.com/tripr-printed-men-polo-neck-dark-green-t-shirt/p/itm0f09dd1cc2eb3?pid=TSHGB7GSAZEH2FPA&lid=LSTTSHGB7GSAZEH2FPAI6Y2ZE&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_8_310&otracker=browse&fm=organic&iid=f06eec8e-6419-465e-8084-88a75c333c92.TSHGB7GSAZEH2FPA.SEARCH&ppt=None&ppn=None&ssid=hc8ro5j3280000001658749331315,298,Printed Men Polo Neck Dark Green T-Shirt,3.7,3820,372,good design and comfortable super quality is not good,1.9908,0.0032895110
60,http://flipkart.com/moonvelly-self-design-men-round-neck-black-t-shirt/p/itmb775c03f045d8?pid=TSHGD5GMZVHQMG6F&lid=LSTTSHGD5GMZVHQMG6F5XQX0P&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_2_65&otracker=browse&fm=organic&iid=03790674-8250-4bfa-858b-0333696289cd.TSHGD5GMZVHQMG6F.SEARCH&ppt=None&ppn=None&ssid=69maj2m9v40000001658749323857,60,Self Design Men Round Neck Black T-Shirt,4.2,2592,213,awesome product the quality and the size is perfect and looks amazing on the body nice product wow 😍😍😍😍😍,3.7226,0.0028593230
24,http://flipkart.com/alan-jones-solid-men-round-neck-grey-t-shirt/p/itmb3356644a48f2?pid=TSHGYEG83UGYQBHA&lid=LSTTSHGYEG83UGYQBHAEOQO98&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_27&otracker=browse&fm=organic&iid=en_okllZ7rIVahF31BScRynkFVJVh%2Flff30bBk4DmyXOyAl%2FtQyawoCMvCLJJw4Q3fTEkwjF0G%2Fea8VRZkVdFemaw%3D%3D&ppt=None&ppn=None&ssid=gr7r5v2otc0000001658749322557,24,Solid Men Round Neck Grey T-Shirt,4,3306,359,good fitting 🤠 nice product great,1.4868,0.0028448110
